7613033188183,8.0,2014-08-11,19:42:05
5011054104205,32.0,2014-08-11,19:24:16
7622300559601,85.0,2014-08-11,20:14:46
40329055,12.0,2014-08-11,19:23:53
5011009316660,79.0,2014-08-11,20:14:43
7613033596995,3.0,2014-08-11,19:42:02
